@relation "asm"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{org.objectweb.asm.tree.analysis.AnalyzerException,java.lang.IllegalStateException,java.lang.AssertionError,java.lang.UnsupportedOperationException,java.lang.IllegalArgumentException,org.objectweb.asm.tree.UnsupportedClassVersionException}

@data
229,"IfStatement","null",true,"label ","org.objectweb.asm.Label ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
230,"IfStatement","null",true,"check visited label label insn indices ","org.objectweb.asm.Label boolean java.util.Map java.lang.Integer ","NULL ","get ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
231,"IfStatement","null",true,"value ","java.lang.Object java.lang.Boolean java.lang.Double java.lang.Byte java.lang.Character java.lang.Short java.lang.Float org.objectweb.asm.Type java.lang.Long java.lang.String java.lang.Integer ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
232,"IfStatement","null",true,"value method ","java.lang.Object int org.objectweb.asm.Type ","","getSort ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
233,"IfStatement","null",true,"value ","java.lang.String ","NULL ","","","",java.lang.IllegalArgumentException
234,"IfStatement","null",true,"name use named value ","java.lang.String boolean ","NULL ","","","",java.lang.IllegalArgumentException
235,"IfStatement","null",false,"visit end called ","boolean ","","","","",java.lang.IllegalStateException
236,"IfStatement","null",false,"","org.objectweb.asm.util.CheckClassAdapter java.lang.Class ","","getClass ","","",java.lang.IllegalStateException
237,"IfStatement","null",false,"visit called ","boolean ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalStateException
238,"IfStatement","null",true,"name ","java.lang.String ","NULL ","","","java.lang.IllegalStateException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
239,"IfStatement","null",true,"super name ","java.lang.String ","NULL ","","","java.lang.IllegalStateException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
240,"IfStatement","null",true,"super name ","java.lang.String ","NULL ","","","java.lang.IllegalStateException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
241,"IfStatement","null",true,"access acc_interface super name ","int java.lang.String boolean org.objectweb.asm.Opcodes ","java/lang/Object ","equals ","","java.lang.IllegalStateException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
242,"IfStatement","null",false,"visit source called ","boolean ","","","","",java.lang.IllegalStateException
243,"IfStatement","null",false,"visit module called ","boolean ","","","","",java.lang.IllegalStateException
244,"IfStatement","null",false,"visit nest host called ","boolean ","","","","java.lang.IllegalStateException ",java.lang.IllegalStateException
245,"IfStatement","null",false,"nest member package name ","java.lang.String ","NULL ","","","java.lang.IllegalStateException ",java.lang.IllegalStateException
246,"IfStatement","null",false,"visit nest host called ","boolean ","","","","java.lang.IllegalStateException ",java.lang.IllegalStateException
247,"IfStatement","null",false,"package name nest member package name ","java.lang.String boolean ","","equals ","","java.lang.IllegalStateException ",java.lang.IllegalStateException
248,"IfStatement","null",false,"visit outer class called ","boolean ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalStateException
249,"IfStatement","null",true,"owner ","java.lang.String ","NULL ","","","java.lang.IllegalStateException ",java.lang.IllegalArgumentException
250,"IfStatement","null",false,"class_type_parameter_bound class_extends class_type_parameter sort ","int org.objectweb.asm.TypeReference ","","","","",java.lang.IllegalArgumentException
251,"IfStatement","null",true,"attribute ","org.objectweb.asm.Attribute ","NULL ","","","",java.lang.IllegalArgumentException
252,"IfStatement","null",false,"visit called ","boolean ","","","","java.lang.IllegalStateException ",java.lang.IllegalStateException
253,"IfStatement","null",false,"visit end called ","boolean ","","","","java.lang.IllegalStateException ",java.lang.IllegalStateException
254,"IfStatement","null",true,"access possible access ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
255,"IfStatement","null",true,"access public protected private ","int java.lang.Integer ","","bitCount ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
256,"IfStatement","null",true,"access acc_final acc_abstract ","int org.objectweb.asm.Opcodes java.lang.Integer ","","bitCount ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
257,"CatchClause","java.lang.IllegalArgumentException",true,"version name dot index start index ","int java.lang.String void org.objectweb.asm.util.CheckMethodAdapter ","NULL ","checkIdentifier indexOf length ","","",java.lang.IllegalArgumentException
258,"IfStatement","null",true,"signature pos ","int java.lang.String ","","length ","","",java.lang.IllegalArgumentException
259,"IfStatement","null",true,"signature pos ","int java.lang.String ","","length ","","",java.lang.IllegalArgumentException
260,"IfStatement","null",true,"signature pos ","int java.lang.String ","","length ","","",java.lang.IllegalArgumentException
261,"IfStatement","null",true,"start pos pos ","int ","","","","",java.lang.IllegalArgumentException
262,"MethodDeclaration","null",true,"signature pos ","char java.lang.String int ","","getChar ","","",java.lang.IllegalArgumentException
263,"SwitchStatement","null",true,"type ref ","int ","","","","java.lang.IllegalArgumentException ",java.lang.AssertionError
264,"IfStatement","null",true,"mask type ref ","int ","","","","java.lang.AssertionError ",java.lang.IllegalArgumentException
265,"IfStatement","null",false,"","java.lang.Class org.objectweb.asm.util.CheckModuleAdapter ","","getClass ","","",java.lang.IllegalStateException
266,"IfStatement","null",true,"access acc_static_phase acc_transitive v10 module class version ","int org.objectweb.asm.Opcodes java.lang.String boolean ","java.base ","equals ","","",java.lang.IllegalArgumentException
267,"IfStatement","null",false,"is open ","boolean ","","","","",java.lang.UnsupportedOperationException
268,"IfStatement","null",true,"length providers ","java.lang.String int ","NULL ","","","",java.lang.IllegalArgumentException
269,"IfStatement","null",false,"visit end called ","boolean ","","","","",java.lang.IllegalStateException
270,"IfStatement","null",true,"name names ","java.lang.String java.util.HashSet boolean ","","add ","","",java.lang.IllegalArgumentException
271,"IfStatement","null",false,"","java.lang.Class org.objectweb.asm.util.Textifier ","","getClass ","","",java.lang.IllegalStateException
272,"SwitchStatement","null",true,"type ","int ","","","","",java.lang.IllegalArgumentException
273,"SwitchStatement","null",false,"tag ","int ","","","","",java.lang.IllegalArgumentException
274,"SwitchStatement","null",false,"type reference ","org.objectweb.asm.TypeReference int ","","getSort ","","",java.lang.IllegalArgumentException
275,"SwitchStatement","null",true,"frame types ","int java.lang.Object java.lang.Integer ","","intValue ","","",java.lang.IllegalArgumentException
276,"IfStatement","null",false,"type type_signature state visit_formal_type_parameter_states ","int org.objectweb.asm.util.CheckSignatureAdapter.State java.util.EnumSet boolean ","","contains ","","",java.lang.IllegalStateException
277,"IfStatement","null",false,"type visit_class_bound_states type_signature state ","int org.objectweb.asm.util.CheckSignatureAdapter.State java.util.EnumSet boolean ","","contains ","","",java.lang.IllegalStateException
278,"IfStatement","null",false,"type type_signature state visit_interface_bound_states ","int org.objectweb.asm.util.CheckSignatureAdapter.State java.util.EnumSet boolean ","","contains ","","",java.lang.IllegalArgumentException
279,"IfStatement","null",false,"type visit_super_class_states class_signature state ","int org.objectweb.asm.util.CheckSignatureAdapter.State java.util.EnumSet boolean ","","contains ","","",java.lang.IllegalArgumentException
280,"IfStatement","null",false,"visit_interface_states type class_signature state ","int org.objectweb.asm.util.CheckSignatureAdapter.State java.util.EnumSet boolean ","","contains ","","",java.lang.IllegalStateException
281,"IfStatement","null",false,"type method_signature state visit_parameter_type_states ","int org.objectweb.asm.util.CheckSignatureAdapter.State java.util.EnumSet boolean ","","contains ","","",java.lang.IllegalArgumentException
282,"IfStatement","null",false,"visit_return_type_states type method_signature state ","int org.objectweb.asm.util.CheckSignatureAdapter.State java.util.EnumSet boolean ","","contains ","","",java.lang.IllegalArgumentException
283,"IfStatement","null",false,"type visit_exception_type_states method_signature state ","int org.objectweb.asm.util.CheckSignatureAdapter.State java.util.EnumSet boolean ","","contains ","","",java.lang.IllegalStateException
284,"IfStatement","null",false,"type type_signature empty state ","org.objectweb.asm.util.CheckSignatureAdapter.State int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalStateException
285,"IfStatement","null",false,"can be void ","boolean ","","","","java.lang.IllegalStateException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
286,"IfStatement","null",true,"descriptor ","char int ","ZCBSIFJD ","indexOf ","","java.lang.IllegalStateException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
287,"IfStatement","null",false,"type type_signature empty state ","org.objectweb.asm.util.CheckSignatureAdapter.State int ","","","","",java.lang.IllegalStateException
288,"IfStatement","null",false,"type type_signature empty state ","org.objectweb.asm.util.CheckSignatureAdapter.State int ","","","","",java.lang.IllegalStateException
289,"IfStatement","null",false,"type type_signature empty state ","org.objectweb.asm.util.CheckSignatureAdapter.State int ","","","","",java.lang.IllegalStateException
290,"IfStatement","null",false,"state class_type ","org.objectweb.asm.util.CheckSignatureAdapter.State ","","","","",java.lang.IllegalStateException
291,"IfStatement","null",false,"state class_type ","org.objectweb.asm.util.CheckSignatureAdapter.State ","","","","",java.lang.IllegalStateException
292,"IfStatement","null",false,"state class_type ","org.objectweb.asm.util.CheckSignatureAdapter.State ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalStateException
293,"IfStatement","null",true,"wildcard ","char int ","+-= ","indexOf ","","java.lang.IllegalStateException ",java.lang.IllegalArgumentException
294,"IfStatement","null",false,"state class_type ","org.objectweb.asm.util.CheckSignatureAdapter.State ","","","","",java.lang.IllegalStateException
295,"IfStatement","null",true,"name ","java.lang.String int ","NULL ","length ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
296,"IfStatement","null",true,"name ","int java.lang.String char ","","charAt indexOf ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
297,"IfStatement","null",true,"name ","java.lang.String int ","NULL ","length ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
298,"IfStatement","null",true,"name ","int java.lang.String char ","","charAt indexOf ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
299,"SwitchStatement","null",true,"descriptor ","char ","","","","",java.lang.IllegalArgumentException
300,"SwitchStatement","null",true,"target type and info ","int ","","","","",java.lang.IllegalArgumentException
301,"IfStatement","null",false,"flags flag_resolved ","short int ","","","","",java.lang.IllegalStateException
302,"IfStatement","null",true,"asm7 asm6 asm5 asm4 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.IllegalArgumentException
303,"IfStatement","null",true,"asm7 asm6 asm5 asm4 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.IllegalArgumentException
304,"IfStatement","null",false,"asm6 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.UnsupportedOperationException
305,"IfStatement","null",false,"asm7 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.UnsupportedOperationException
306,"IfStatement","null",false,"asm5 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.UnsupportedOperationException
307,"IfStatement","null",false,"asm7 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.UnsupportedOperationException
308,"SwitchStatement","null",true,"buffer element descriptor offset ","java.lang.String int char ","","charAt ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
309,"SwitchStatement","null",true,"buffer offset ","java.lang.String int char ","","charAt ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
310,"SwitchStatement","null",true,"tag arg symbol ","int org.objectweb.asm.Symbol ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.AssertionError
311,"SwitchStatement","null",true,"opcode ","int ","","","","java.lang.AssertionError java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
312,"SwitchStatement","null",true,"arg ","int ","","","","java.lang.AssertionError java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
313,"SwitchStatement","null",true,"opcode ","int ","","","","java.lang.AssertionError java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
314,"SwitchStatement","null",true,"kind_mask abstract type ","int ","","","","java.lang.AssertionError ",java.lang.AssertionError
315,"SwitchStatement","null",true,"value_mask abstract type ","int ","","","","java.lang.AssertionError ",java.lang.AssertionError
316,"IfStatement","null",true,"type f_same ","int org.objectweb.asm.Opcodes ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalStateException
317,"SwitchStatement","null",true,"type ","int ","","","","java.lang.IllegalStateException ",java.lang.IllegalArgumentException
318,"IfStatement","null",true,"v12 check class version class file offset ","int boolean short org.objectweb.asm.Opcodes ","","readShort ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
319,"SwitchStatement","null",true,"class file buffer current cp info offset ","int byte ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
320,"SwitchStatement","null",false,"class file buffer current offset ","int byte ","0xFF ","","","java.lang.IllegalArgumentException java.lang.AssertionError ",java.lang.IllegalArgumentException
321,"SwitchStatement","null",false,"opcode ","int ","","","","java.lang.IllegalArgumentException java.lang.AssertionError ",java.lang.IllegalArgumentException
322,"SwitchStatement","null",false,"opcode ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.AssertionError
323,"SwitchStatement","null",false,"target type ","int ","","","","",java.lang.IllegalArgumentException
324,"SwitchStatement","null",false,"target type ","int ","","","","",java.lang.IllegalArgumentException
325,"SwitchStatement","null",false,"current offset ","int byte ","0xFF ","","","",java.lang.IllegalArgumentException
326,"IfStatement","null",false,"same_locals_1_stack_item_frame_extended frame type ","int org.objectweb.asm.Frame ","","","","",java.lang.IllegalArgumentException
327,"SwitchStatement","null",false,"tag ","int ","","","","",java.lang.IllegalArgumentException
328,"SwitchStatement","null",false,"cp info offset ","int byte ","","","","",java.lang.IllegalArgumentException
329,"IfStatement","null",true,"asm7 asm6 asm5 asm4 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.IllegalArgumentException
330,"IfStatement","null",false,"asm5 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.UnsupportedOperationException
331,"IfStatement","null",false,"char length ","int ","65535 ","","","",java.lang.IllegalArgumentException
332,"IfStatement","null",true,"max byte length byte length ","int ","","","","",java.lang.IllegalArgumentException
333,"IfStatement","null",false,"","char ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
334,"IfStatement","null",false,"","char ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
335,"SwitchStatement","null",false,"","int ","","getStep ","","",java.lang.AssertionError
336,"IfStatement","null",true,"asm7 asm6 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.IllegalArgumentException
337,"IfStatement","null",true,"clazz type ","java.lang.Class java.lang.Class java.lang.Class java.lang.Long ","","","","",java.lang.AssertionError
338,"SwitchStatement","null",true,"descriptor begin descriptor buffer ","java.lang.String int char ","","charAt ","","",java.lang.IllegalArgumentException
339,"SwitchStatement","null",false,"sort ","int ","","","","",java.lang.AssertionError
340,"IfStatement","null",false,"current class type ","java.lang.Class java.lang.Class java.lang.Class java.lang.Long ","","","","",java.lang.AssertionError
341,"SwitchStatement","null",false,"sort ","int ","","","","",java.lang.AssertionError
342,"SwitchStatement","null",false,"sort ","int ","","","","java.lang.AssertionError java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.AssertionError ",java.lang.UnsupportedOperationException
343,"SwitchStatement","null",false,"sort ","int ","","","","java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.AssertionError ",java.lang.AssertionError
344,"IfStatement","null",true,"ireturn opcode ","int org.objectweb.asm.Opcodes ","","","","java.lang.UnsupportedOperationException java.lang.AssertionError java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.AssertionError ",java.lang.UnsupportedOperationException
345,"IfStatement","null",true,"ireturn istore opcode iload ","int org.objectweb.asm.Opcodes ","","","","java.lang.UnsupportedOperationException java.lang.AssertionError java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.AssertionError ",java.lang.UnsupportedOperationException
346,"SwitchStatement","null",false,"sort ","int ","","","","java.lang.UnsupportedOperationException java.lang.AssertionError java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.AssertionError ",java.lang.UnsupportedOperationException
347,"SwitchStatement","null",false,"sort ","int ","","","","java.lang.UnsupportedOperationException java.lang.AssertionError java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException ",java.lang.AssertionError
348,"IfStatement","null",true,"asm7 asm6 asm5 asm4 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.IllegalArgumentException
349,"IfStatement","null",false,"asm5 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.UnsupportedOperationException
350,"IfStatement","null",false,"asm5 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.UnsupportedOperationException
351,"IfStatement","null",true,"is interface opcode invokeinterface ","int boolean org.objectweb.asm.Opcodes ","","","","",java.lang.IllegalArgumentException
352,"IfStatement","null",false,"asm5 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.UnsupportedOperationException
353,"IfStatement","null",true,"asm5 api value method ","int java.lang.Object org.objectweb.asm.Type org.objectweb.asm.Opcodes org.objectweb.asm.Handle ","","getSort ","","java.lang.UnsupportedOperationException ",java.lang.UnsupportedOperationException
354,"IfStatement","null",true,"asm7 api value ","int java.lang.Object org.objectweb.asm.ConstantDynamic org.objectweb.asm.Opcodes ","","","","java.lang.UnsupportedOperationException ",java.lang.UnsupportedOperationException
355,"IfStatement","null",false,"asm5 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.UnsupportedOperationException
356,"IfStatement","null",false,"asm5 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.UnsupportedOperationException
357,"IfStatement","null",false,"asm5 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.UnsupportedOperationException
358,"SwitchStatement","null",false,"item tag ","int ","","","","",java.lang.IllegalArgumentException
359,"IfStatement","null",true,"value ","java.lang.Object org.objectweb.asm.ConstantDynamic ","","","","",java.lang.IllegalArgumentException
360,"SwitchStatement","null",false,"current char ","char ","","","","",java.lang.IllegalArgumentException
361,"IfStatement","null",true,"asm7 asm6 asm5 asm4 api ","int org.objectweb.asm.Opcodes ","","","","",java.lang.IllegalArgumentException
362,"IfStatement","null",true,"v1_5 version ","int org.objectweb.asm.Opcodes ","0xFFFF ","","","",java.lang.IllegalArgumentException
363,"IfStatement","null",false,"sort method ","int org.objectweb.asm.Type ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
364,"IfStatement","null",true,"value ","java.lang.Object org.objectweb.asm.Handle ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
365,"MethodDeclaration","null",false,"","","","","","",java.lang.IllegalArgumentException
366,"IfStatement","null",true,"owner ","java.lang.String boolean ","java/ ","startsWith ","","",java.lang.IllegalArgumentException
