@relation "itext"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.IllegalArgumentException,java.lang.IndexOutOfBoundsException,com.itextpdf.kernel.PdfException,java.lang.UnsupportedOperationException,java.lang.RuntimeException,com.itextpdf.barcodes.qrcode.WriterException,com.itextpdf.io.IOException,java.io.IOException,java.lang.IllegalStateException,com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException,com.itextpdf.io.font.woff2.FontCompressionException,java.io.EOFException,com.itextpdf.kernel.xmp.XMPException,com.itextpdf.pdfa.PdfAConformanceException,com.itextpdf.svg.exceptions.SvgProcessingException}

@data
1068,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1069,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.PdfObject ","NULL ","isDictionary ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1070,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.PdfObject ","NULL ","isStream ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1071,"IfStatement","null",false,"subtype link is correct rect popup ","com.itextpdf.kernel.pdf.PdfName boolean ","","equals ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1072,"IfStatement","null",false,"need appearances ","com.itextpdf.kernel.pdf.PdfBoolean ","NULL ","getValue ","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1073,"IfStatement","null",true,"form xfa ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1074,"IfStatement","null",true,"needs rendering catalog dict ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1075,"IfStatement","null",true,"catalog dict ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1076,"IfStatement","null",true,"catalog dict requirements ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1077,"IfStatement","null",false,"digest location digest method reference dict digest value ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1078,"IfStatement","null",false,"ur3 dict key ","com.itextpdf.kernel.pdf.PdfName ","","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1079,"IfStatement","null",false,"names dictionary alternate presentations ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","NULL ","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1080,"IfStatement","null",false,"name ","com.itextpdf.kernel.pdf.PdfString ","NULL ","","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1081,"IfStatement","null",false,"name names ","java.util.HashSet com.itextpdf.kernel.pdf.PdfString ","","toUnicodeString add ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1082,"IfStatement","null",false,"config ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1083,"IfStatement","null",false,"order ocgs ","java.util.Set java.util.HashSet ","","size ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1084,"IfStatement","null",false,"order ocgs ","java.util.Set java.util.HashSet ","","size ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1085,"IfStatement","null",false,"height width max_page_size min_page_size ","int float ","","","","",com.itextpdf.pdfa.PdfAConformanceException
1086,"IfStatement","null",true,"file spec ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1087,"IfStatement","null",false,"embedded file ","com.itextpdf.kernel.pdf.PdfStream ","NULL ","","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1088,"IfStatement","null",true,"f filter f decode params stream ","com.itextpdf.kernel.pdf.PdfStream com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1089,"IfStatement","null",false,"l z w decode filter ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfObject ","","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1090,"IfStatement","null",false,"identity crypt filter name ","com.itextpdf.kernel.pdf.PdfName ","NULL ","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1091,"IfStatement","null",false,"l z w decode ","com.itextpdf.kernel.pdf.PdfName ","","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1092,"IfStatement","null",false,"identity crypt filter name ","com.itextpdf.kernel.pdf.PdfName ","NULL ","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1093,"IfStatement","null",true,"page dict ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1094,"IfStatement","null",true,"pres steps page dict ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1095,"IfStatement","null",true,"page dict transparency objects ","com.itextpdf.kernel.pdf.PdfDictionary java.util.Set ","","contains ","","",com.itextpdf.pdfa.PdfAConformanceException
1096,"IfStatement","null",false,"dest output profile other dest output profile ","com.itextpdf.kernel.pdf.PdfObject ","NULL ","","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1097,"IfStatement","null",false,"icc_device_class_monitor_profile device class icc_device_class_output_profile ","java.lang.String ","","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1098,"IfStatement","null",false,"icc_color_space_cmyk icc_color_space_gray icc_color_space_rgb ","java.lang.String ","","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1099,"IfStatement","null",false,"rgb is used cmyk is used pdf a output intent color space gray is used ","boolean java.lang.String ","NULL ","","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1100,"IfStatement","null",false,"pdf a output intent color space icc_color_space_rgb ","java.lang.String ","","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1101,"IfStatement","null",false,"icc_color_space_cmyk pdf a output intent color space ","java.lang.String ","","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1102,"IfStatement","null",true,"alternates image ","com.itextpdf.kernel.pdf.PdfStream com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1103,"IfStatement","null",true,"opi image ","com.itextpdf.kernel.pdf.PdfStream com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1104,"IfStatement","null",true,"interpolate image ","com.itextpdf.kernel.pdf.PdfStream com.itextpdf.kernel.pdf.PdfName ","","containsKey getAsBool ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1105,"IfStatement","null",false,"is jp2 params ","com.itextpdf.io.image.Jpeg2000ImageData.Parameters boolean ","","","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1106,"IfStatement","null",false,"num of comps params ","com.itextpdf.io.image.Jpeg2000ImageData.Parameters int ","","","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1107,"IfStatement","null",false,"num of approx0x01 color spec box ","com.itextpdf.io.image.Jpeg2000ImageData.ColorSpecBox int ","","getMeth ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1108,"IfStatement","null",false,"color spec box ","com.itextpdf.io.image.Jpeg2000ImageData.ColorSpecBox ","","getEnumCs ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1109,"IfStatement","null",false,"num of approx0x01 ","int ","","","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1110,"IfStatement","null",false,"jpg image ","com.itextpdf.io.image.Jpeg2000ImageData ","","getBpc ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1111,"IfStatement","null",false,"bpc box data params ","com.itextpdf.io.image.Jpeg2000ImageData.Parameters byte ","NULL ","","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1112,"IfStatement","null",true,"opi form ","com.itextpdf.kernel.pdf.PdfStream com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1113,"IfStatement","null",true,"form ","com.itextpdf.kernel.pdf.PdfStream com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1114,"IfStatement","null",true,"form subtype2 ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfStream ","","equals getAsName ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1115,"IfStatement","null",false,"content stream transparency objects ","com.itextpdf.kernel.pdf.PdfStream java.util.Set ","NULL ","contains ","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1116,"IfStatement","null",false,"content steam array transparency objects ","int java.util.Set com.itextpdf.kernel.pdf.PdfArray ","","get contains ","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1117,"IfStatement","null",false,"transparency objects x object ","com.itextpdf.kernel.pdf.PdfDictionary java.util.Set ","","contains ","","",com.itextpdf.pdfa.PdfAConformanceException
1118,"IfStatement","null",true,"allowed blend modes blend mode ","com.itextpdf.kernel.pdf.PdfName java.util.Set ","","contains ","","",com.itextpdf.pdfa.PdfAConformanceException
1119,"IfStatement","null",false,"tint transform is the same alt c s is the same ","boolean ","","","","",com.itextpdf.pdfa.PdfAConformanceException
1120,"IfStatement","null",false,"default cs ","com.itextpdf.kernel.pdf.colorspace.PdfColorSpace ","","","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
1121,"IfStatement","null",true,"num of components default cs ","com.itextpdf.kernel.pdf.colorspace.PdfColorSpace int ","","getNumberOfComponents ","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
1122,"IfStatement","null",false,"gs stack depth max gs stack depth ","int ","","","","",com.itextpdf.pdfa.PdfAConformanceException
1123,"IfStatement","null",false,"l z w decode filter ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfObject ","","equals ","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1124,"IfStatement","null",false,"l z w decode ","com.itextpdf.kernel.pdf.PdfName ","","equals ","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1125,"IfStatement","null",false,"cmyk is used ","boolean ","","","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1126,"IfStatement","null",false,"rgb is used ","boolean ","","","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1127,"IfStatement","null",false,"rgb is used cmyk is used pdf a output intent color space gray is used ","boolean java.lang.String ","NULL ","","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1128,"IfStatement","null",false,"pdf a output intent color space icc_color_space_rgb ","java.lang.String ","","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1129,"IfStatement","null",false,"icc_color_space_cmyk pdf a output intent color space ","java.lang.String ","","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1130,"IfStatement","null",true,"ext g state ","com.itextpdf.kernel.pdf.canvas.CanvasGraphicsState ","NULL ","getTransferFunction ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1131,"IfStatement","null",false,"default transfer function2 ","com.itextpdf.kernel.pdf.PdfObject com.itextpdf.kernel.pdf.PdfName ","NULL ","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1132,"IfStatement","null",false,"none soft mask ","com.itextpdf.kernel.pdf.PdfObject com.itextpdf.kernel.pdf.PdfName ","NULL ","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1133,"IfStatement","null",false,"normal compatible ","com.itextpdf.kernel.pdf.PdfObject com.itextpdf.kernel.pdf.PdfName ","NULL ","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1134,"IfStatement","null",false,"","java.lang.Float ","NULL ","","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1135,"IfStatement","null",false,"","java.lang.Float ","NULL ","","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1136,"IfStatement","null",true,"intent allowed rendering intents ","com.itextpdf.kernel.pdf.PdfName java.util.Set ","","contains ","","",com.itextpdf.pdfa.PdfAConformanceException
1137,"IfStatement","null",true,"pdf font ","com.itextpdf.kernel.font.PdfFont ","","isEmbedded ","","",com.itextpdf.kernel.PdfException
1138,"IfStatement","null",true,"true type font encoding winansi macroman ","java.lang.String com.itextpdf.kernel.font.PdfTrueTypeFont ","","equals hasDifferences getFontEncoding ","","",com.itextpdf.pdfa.PdfAConformanceException
1139,"IfStatement","null",true,"true type font ","com.itextpdf.kernel.font.PdfTrueTypeFont ","","hasDifferences getFontEncoding ","","",com.itextpdf.pdfa.PdfAConformanceException
1140,"IfStatement","null",true,"alternates image ","com.itextpdf.kernel.pdf.PdfStream com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
