@relation "itext"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.IllegalArgumentException,java.lang.IndexOutOfBoundsException,com.itextpdf.kernel.PdfException,java.lang.UnsupportedOperationException,java.lang.RuntimeException,com.itextpdf.barcodes.qrcode.WriterException,com.itextpdf.io.IOException,java.io.IOException,java.lang.IllegalStateException,com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException,com.itextpdf.io.font.woff2.FontCompressionException,java.io.EOFException,com.itextpdf.kernel.xmp.XMPException,com.itextpdf.pdfa.PdfAConformanceException,com.itextpdf.svg.exceptions.SvgProcessingException}

@data
686,"IfStatement","null",true,"x object ","com.itextpdf.kernel.pdf.xobject.PdfXObject ","","","","",java.lang.IllegalArgumentException
687,"IfStatement","null",true,"x object ","com.itextpdf.kernel.pdf.xobject.PdfXObject ","","","","",java.lang.IllegalArgumentException
688,"IfStatement","null",true,"x object ","com.itextpdf.kernel.pdf.xobject.PdfXObject ","","","","",java.lang.IllegalArgumentException
689,"IfStatement","null",true,"x object ","com.itextpdf.kernel.pdf.xobject.PdfXObject ","","","","",java.lang.IllegalArgumentException
690,"IfStatement","null",false,"mc depth ","int ","","","","",com.itextpdf.kernel.PdfException
691,"IfStatement","null",false,"bbox ","com.itextpdf.kernel.pdf.PdfArray ","NULL ","","","",com.itextpdf.kernel.PdfException
692,"IfStatement","null",false,"bbox ","com.itextpdf.kernel.pdf.PdfArray ","NULL ","","","",com.itextpdf.kernel.PdfException
693,"IfStatement","null",false,"current gs ","com.itextpdf.kernel.pdf.canvas.CanvasGraphicsState ","NULL ","getFont ","","",com.itextpdf.kernel.PdfException
694,"IfStatement","null",false,"mcid ","int ","","","","",java.lang.IllegalStateException
695,"IfStatement","null",false,"tiling pattern ","com.itextpdf.kernel.pdf.colorspace.PdfPattern.Tiling ","","isColored ","","",com.itextpdf.kernel.PdfException
696,"IfStatement","null",true,"resources ","com.itextpdf.kernel.pdf.PdfResources ","NULL ","","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
697,"CatchClause","java.io.IOException",false,"operator operands ","java.util.List com.itextpdf.kernel.pdf.PdfLiteral com.itextpdf.kernel.pdf.canvas.parser.util.PdfCanvasParser ","","size get invokeOperator parse ","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
698,"IfStatement","null",false,"ext g state ","com.itextpdf.kernel.pdf.PdfDictionary ","NULL ","","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
699,"IfStatement","null",false,"gs dic ","com.itextpdf.kernel.pdf.PdfDictionary ","NULL ","","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
700,"IfStatement","null",false,"exception ","com.itextpdf.kernel.PdfException ","","getCause ","","",com.itextpdf.kernel.PdfException
701,"IfStatement","null",true,"clip poly type closed ","com.itextpdf.kernel.pdf.canvas.parser.clipper.IClipper.PolyType boolean ","","","","",java.lang.IllegalStateException
702,"IfStatement","null",true,"wind delta ","com.itextpdf.kernel.pdf.canvas.parser.clipper.Edge int ","","","","",java.lang.IllegalStateException
703,"IfStatement","null",false,"has open paths ","boolean ","","","","",java.lang.IllegalStateException
704,"CatchClause","java.lang.Exception",true,"top y intersect list ","java.util.List long ","","size fixupIntersectionOrder buildIntersectList processIntersectList ","","",java.lang.IllegalStateException
705,"IfStatement","null",false,"next in l m l ","com.itextpdf.kernel.pdf.canvas.parser.clipper.Edge ","NULL ","","","",java.lang.IllegalStateException
706,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.canvas.CanvasGraphicsState ","NULL ","","","",java.lang.IllegalStateException
707,"IfStatement","null",true,"render_text type ","com.itextpdf.kernel.pdf.canvas.parser.EventType ","","","","",java.lang.IllegalStateException
708,"IfStatement","null",true,"tri ","com.itextpdf.kernel.pdf.canvas.parser.data.TextRenderInfo ","NULL ","","","",java.lang.IllegalArgumentException
709,"IfStatement","null",false,"","","","nextValidToken ","IOException ","",com.itextpdf.kernel.PdfException
710,"IfStatement","null",false,"","int ","","isWhitespace ","IOException ","",com.itextpdf.kernel.PdfException
711,"MethodDeclaration","null",true,"device c m y k color space temp name color space name indexed device r g b device gray color space dic ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfArray com.itextpdf.kernel.pdf.PdfDictionary ","NULL ","equals getAsName ","","",com.itextpdf.kernel.PdfException
712,"IfStatement","null",true,"filter image dictionary ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","IOException ","com.itextpdf.kernel.pdf.canvas.parser.util.InlineImageParsingUtils.InlineImageParseException com.itextpdf.kernel.pdf.canvas.parser.util.InlineImageParsingUtils.InlineImageParseException ",java.lang.IllegalArgumentException
713,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.canvas.wmf.InputMeta ","0x9AC6CDD7 ","readInt ","IOException ","",com.itextpdf.kernel.PdfException
714,"IfStatement","null",true,"bmp image ","com.itextpdf.io.image.ImageData com.itextpdf.io.image.ImageType ","","getOriginalType ","IOException ","",com.itextpdf.kernel.PdfException
715,"IfStatement","null",false,"wmf image type ","byte ","","imageTypeIs ","","",com.itextpdf.kernel.PdfException
716,"IfStatement","null",false,"wmf image type ","byte ","","imageTypeIs ","","",com.itextpdf.kernel.PdfException
717,"CatchClause","java.io.IOException",true,"bytes source ","byte java.io.InputStream java.net.URL ","","read openStream ","","",com.itextpdf.kernel.PdfException
718,"CatchClause","java.io.IOException",false,"font winansi encoding font name ","java.lang.String com.itextpdf.io.font.FontProgram com.itextpdf.io.font.FontEncoding ","","createFont createFontEncoding ","IOException ","",java.lang.RuntimeException
719,"IfStatement","null",true,"wmf wmf ","com.itextpdf.io.image.ImageData com.itextpdf.io.image.ImageType ","","getOriginalType ","","",java.lang.IllegalArgumentException
720,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.canvas.wmf.InputMeta ","0x9AC6CDD7 ","readInt ","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
721,"CatchClause","java.io.IOException",false,"bottom left error i d _1 is not a valid placeable windows metafile wmf inch top right ","int com.itextpdf.kernel.pdf.canvas.wmf.InputMeta com.itextpdf.kernel.pdf.canvas.wmf.WmfImageData java.lang.String java.io.InputStream ","72f Byte array 0x9AC6CDD7 NULL ","readShort getData getUrl readWord toString setDpi setWidth setHeight openStream readInt ","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
722,"CatchClause","java.io.IOException",false,"wmf canvas meta ","java.io.InputStream com.itextpdf.kernel.pdf.canvas.wmf.WmfImageData com.itextpdf.kernel.pdf.canvas.wmf.MetaDo com.itextpdf.kernel.pdf.canvas.PdfCanvas ","NULL ","getData readAll getUrl openStream ","","",com.itextpdf.kernel.PdfException
723,"MethodDeclaration","null",false,"","","","","","",com.itextpdf.kernel.PdfException
724,"IfStatement","null",false,"obj ","com.itextpdf.kernel.pdf.PdfObject ","NULL ","","","",com.itextpdf.kernel.PdfException
725,"IfStatement","null",false,"obj ","com.itextpdf.kernel.pdf.PdfObject ","","isName ","","",com.itextpdf.kernel.PdfException
726,"IfStatement","null",true,"ascending length obj ","int boolean com.itextpdf.kernel.pdf.PdfObject ","","size ","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
727,"IfStatement","null",false,"obj ","com.itextpdf.kernel.pdf.PdfObject ","","isArray ","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
728,"IfStatement","null",true,"alternate space tint transform ","com.itextpdf.kernel.pdf.colorspace.PdfColorSpace com.itextpdf.kernel.pdf.function.PdfFunction ","","checkCompatibilityWithColorSpace ","","",com.itextpdf.kernel.PdfException
729,"IfStatement","null",true,"alternate space tint transform ","com.itextpdf.kernel.pdf.function.PdfFunction com.itextpdf.kernel.pdf.colorspace.PdfColorSpace ","","getNumberOfComponents getInputSize getOutputSize ","","",com.itextpdf.kernel.PdfException
730,"IfStatement","null",true,"alternate space tint transform ","com.itextpdf.kernel.pdf.function.PdfFunction com.itextpdf.kernel.pdf.colorspace.PdfColorSpace ","","getInputSize getOutputSize getNumberOfComponents ","","",com.itextpdf.kernel.PdfException
731,"IfStatement","null",true,"white point length ","float int ","NULL ","","","",com.itextpdf.kernel.PdfException
732,"IfStatement","null",true,"white point length ","float int ","NULL ","","","",com.itextpdf.kernel.PdfException
733,"IfStatement","null",true,"white point length ","float int ","NULL ","","","",com.itextpdf.kernel.PdfException
734,"MethodDeclaration","null",true,"pdf object type ","com.itextpdf.kernel.pdf.PdfNumber com.itextpdf.kernel.pdf.PdfDictionary ","","intValue ","","",java.lang.IllegalArgumentException
735,"IfStatement","null",true,"constant_spacing constant_spacing_and_faster_tiling no_distortion tiling type ","int ","","","","",java.lang.IllegalArgumentException
736,"IfStatement","null",true,"shading type shading dictionary ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
737,"IfStatement","null",true,"color space shading dictionary ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
738,"IfStatement","null",true,"shading dictionary ","com.itextpdf.kernel.pdf.PdfDictionary ","","isStream ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
739,"IfStatement","null",true,"shading dictionary ","com.itextpdf.kernel.pdf.PdfDictionary ","","isStream ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
740,"IfStatement","null",true,"shading dictionary ","com.itextpdf.kernel.pdf.PdfDictionary ","","isStream ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
741,"IfStatement","null",true,"shading dictionary ","com.itextpdf.kernel.pdf.PdfDictionary ","","isStream ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
742,"SwitchStatement","null",true,"shading type shading dictionary ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","getAsNumber intValue ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
743,"IfStatement","null",true,"color space ","com.itextpdf.kernel.pdf.colorspace.PdfColorSpace ","","","","",java.lang.IllegalArgumentException
744,"IfStatement","null",true,"length extend ","boolean int ","NULL ","","","",java.lang.IllegalArgumentException
745,"IfStatement","null",true,"length extend ","boolean int ","NULL ","","","",java.lang.IllegalArgumentException
746,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","NULL ","getAsStream ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
747,"IfStatement","null",true,"type filespec dictionary ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfDictionary ","","equals getAsName ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
748,"IfStatement","null",true,"dictionary ","com.itextpdf.kernel.pdf.PdfDictionary ","","isIndirect ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
749,"IfStatement","null",false,"file spec ","com.itextpdf.kernel.pdf.filespec.PdfFileSpec ","NULL ","extractFrom ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
750,"IfStatement","null",true,"data ","byte ","0x01 0x00 ","","","",com.itextpdf.kernel.PdfException
751,"CatchClause","java.io.IOException",true,"string uncomp data ","java.io.OutputStream byte ","","write ","","",com.itextpdf.kernel.PdfException
752,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.PdfNumber ","NULL ","","","",com.itextpdf.kernel.PdfException
753,"IfStatement","null",false,"","int ","","","","",com.itextpdf.kernel.PdfException
754,"IfStatement","null",false,"","int ","","","","",com.itextpdf.kernel.PdfException
755,"SwitchStatement","null",false,"filter ","int ","","","","",com.itextpdf.kernel.PdfException
756,"IfStatement","null",true,"child layer parent ","com.itextpdf.kernel.pdf.layer.PdfLayer ","NULL ","","","",java.lang.IllegalArgumentException
757,"IfStatement","null",true,"type ","java.lang.String ","Ind Org Ttl NULL ","equals ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
758,"IfStatement","null",true,"length names ","java.lang.String int ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
759,"IfStatement","null",true,"title ","java.lang.String ","NULL ","","","",java.lang.IllegalArgumentException
760,"IfStatement","null",true,"type membership dictionary ocmd ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfDictionary ","","equals getAsName ","","",java.lang.IllegalArgumentException
761,"IfStatement","null",true,"all off all on any off any on visibility policy ","com.itextpdf.kernel.pdf.PdfName ","NULL ","equals ","","",java.lang.IllegalArgumentException
762,"IfStatement","null",true,"layer ","com.itextpdf.kernel.pdf.layer.PdfLayer ","NULL ","","","",java.lang.IllegalArgumentException
763,"IfStatement","null",true,"not and operator visibility expression array ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfArray ","","equals size ","","",java.lang.IllegalArgumentException
764,"IfStatement","null",true,"not and operator ","com.itextpdf.kernel.pdf.PdfName ","NULL ","equals ","","",java.lang.IllegalArgumentException
765,"IfStatement","null",true,"elem ","com.itextpdf.kernel.pdf.tagging.PdfStructElem ","NULL ","getPdfObject getIndirectReference ","","",com.itextpdf.kernel.PdfException
766,"IfStatement","null",false,"dest array ","com.itextpdf.kernel.pdf.PdfArray ","","size ","","java.lang.UnsupportedOperationException ",java.lang.IllegalArgumentException
767,"IfStatement","null",true,"pdf object array ","byte com.itextpdf.kernel.pdf.PdfObject ","","getType ","","java.lang.IllegalArgumentException ",java.lang.UnsupportedOperationException
768,"IfStatement","null",false,"top ","com.itextpdf.kernel.pdf.PdfDictionary ","","isFlushed ","","",com.itextpdf.kernel.PdfException
769,"IfStatement","null",false,"top ","com.itextpdf.kernel.pdf.PdfDictionary ","NULL ","isFlushed ","","",com.itextpdf.kernel.PdfException
770,"IfStatement","null",false,"top ","com.itextpdf.kernel.pdf.PdfDictionary ","","isFlushed ","","",com.itextpdf.kernel.PdfException
771,"IfStatement","null",false,"dict kid ","com.itextpdf.kernel.pdf.PdfDictionary ","","isFlushed ","","",com.itextpdf.kernel.PdfException
772,"IfStatement","null",false,"","int ","","getPage getDocument isFlushed ","","",com.itextpdf.kernel.PdfException
773,"IfStatement","null",false,"","","NULL ","getPdfObject getIndirectReference ","","",com.itextpdf.kernel.PdfException
774,"IfStatement","null",true,"annot ","com.itextpdf.kernel.pdf.annot.PdfAnnotation ","NULL ","getPage ","","",com.itextpdf.kernel.PdfException
775,"IfStatement","null",true,"index ","com.itextpdf.kernel.pdf.PdfObject int ","NULL ","isArray ","","",java.lang.IndexOutOfBoundsException
776,"IfStatement","null",true,"ref ","com.itextpdf.kernel.pdf.tagging.PdfStructElem ","","isIndirect getPdfObject ","","",com.itextpdf.kernel.PdfException
777,"IfStatement","null",true,"parent ","com.itextpdf.kernel.pdf.PdfDictionary ","","isFlushed ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
778,"IfStatement","null",true,"parent ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
779,"IfStatement","null",true,"parent ","com.itextpdf.kernel.pdf.PdfDictionary ","","isIndirect ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
780,"IfStatement","null",false,"doc ","com.itextpdf.kernel.pdf.PdfDocument ","NULL ","","","",com.itextpdf.kernel.PdfException
781,"IfStatement","null",false,"obj ","com.itextpdf.kernel.pdf.PdfDictionary ","NULL ","isFlushed ","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
782,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.PdfNumber ","NULL ","","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
783,"IfStatement","null",false,"page dict ","com.itextpdf.kernel.pdf.PdfDictionary ","","isFlushed ","","",com.itextpdf.kernel.PdfException
784,"IfStatement","null",false,"ind ref ","com.itextpdf.kernel.pdf.PdfIndirectReference ","NULL ","","","",com.itextpdf.kernel.PdfException
785,"IfStatement","null",true,"page ","com.itextpdf.kernel.pdf.PdfPage ","","isFlushed ","","",com.itextpdf.kernel.PdfException
786,"IfStatement","null",false,"parent elem ","com.itextpdf.kernel.pdf.tagging.IStructureNode ","","","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
787,"IfStatement","null",false,"parent ","com.itextpdf.kernel.pdf.tagging.PdfStructElem ","","isFlushed ","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
788,"IfStatement","null",true,"pointer to new parent ","com.itextpdf.kernel.pdf.tagutils.TagTreePointer ","","getDocument ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
789,"IfStatement","null",false,"","","","getCurrentStructElem isFlushed ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
790,"IfStatement","null",true,"kid index ","int ","NULL ","get getKids getCurrentStructElem ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
791,"IfStatement","null",false,"tag structure context ","com.itextpdf.kernel.pdf.tagutils.TagStructureContext ","","getPdfObject getRootTag getCurrentStructElem ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
792,"IfStatement","null",false,"","","","getCurrentStructElem isFlushed ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
793,"IfStatement","null",false,"","int ","","","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
794,"IfStatement","null",false,"tag structure context ","com.itextpdf.kernel.pdf.tagutils.TagStructureContext ","","getPdfObject getRootTag getCurrentStructElem ","","",com.itextpdf.kernel.PdfException
795,"IfStatement","null",false,"kid ","com.itextpdf.kernel.pdf.tagging.IStructureNode ","","","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
796,"IfStatement","null",false,"kid ","com.itextpdf.kernel.pdf.tagging.IStructureNode ","","","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
797,"IfStatement","null",true,"mcr_marker role ","java.lang.String ","","equals ","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
798,"MethodDeclaration","null",true,"mcr_marker descendant role descendants role ","java.lang.String int java.util.List ","NULL ","get equals ","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
799,"IfStatement","null",false,"tag structure context ","com.itextpdf.kernel.pdf.tagutils.TagStructureContext ","","getPdfObject getRootTag getCurrentStructElem ","","",com.itextpdf.kernel.PdfException
800,"IfStatement","null",true,"struct elem ","com.itextpdf.kernel.pdf.tagging.PdfStructElem ","NULL ","getParent ","","",com.itextpdf.kernel.PdfException
801,"IfStatement","null",false,"current struct elem ","com.itextpdf.kernel.pdf.tagging.PdfStructElem ","","isFlushed ","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
802,"IfStatement","null",false,"ind ref ","com.itextpdf.kernel.pdf.PdfIndirectReference ","NULL ","isFree ","","com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
803,"IfStatement","null",false,"current page ","com.itextpdf.kernel.pdf.PdfPage ","NULL ","","","",com.itextpdf.kernel.PdfException
804,"IfStatement","null",true,"insert index ","int ","","","","",java.lang.IndexOutOfBoundsException
805,"IfStatement","null",true,"associated obj ","java.lang.Object ","NULL ","","","",java.lang.IllegalArgumentException
806,"IfStatement","null",true,"obj ","java.lang.Object ","NULL ","","","",java.lang.IllegalArgumentException
807,"IfStatement","null",true,"document ","com.itextpdf.kernel.pdf.PdfDocument ","","isTagged ","","",com.itextpdf.kernel.PdfException
808,"IfStatement","null",false,"forbid unknown roles ","boolean ","","","","",com.itextpdf.kernel.PdfException
809,"IfStatement","null",true,"page tag ","com.itextpdf.kernel.pdf.tagging.IStructureNode ","","","","",com.itextpdf.kernel.PdfException
810,"IfStatement","null",false,"bpc ","int ","","","IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
811,"IfStatement","null",false,"tyca i c c based ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfObject ","","equals ","IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
812,"IfStatement","null",false,"","int ","","","IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
813,"IfStatement","null",false,"device c m y k colorspace ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfObject ","","equals ","IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
814,"CatchClause","java.io.IOException",false,"bytes ","byte ","","decodeTiffAndPngBytes ","","",java.lang.RuntimeException
815,"SwitchStatement","null",false,"bytes type ","com.itextpdf.io.image.ImageType ","","","","",java.lang.IllegalStateException
816,"IfStatement","null",true,"image ","com.itextpdf.io.image.ImageData ","","","","",com.itextpdf.kernel.PdfException
817,"IfStatement","null",false,"b box ","com.itextpdf.kernel.pdf.PdfName ","NULL ","get getPdfObject ","","",com.itextpdf.kernel.PdfException
818,"IfStatement","null",true,"image subtype stream ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfStream ","","equals getAsName ","","",java.lang.UnsupportedOperationException
819,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
820,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
821,"IfStatement","null",true,"pdf document ","com.itextpdf.kernel.pdf.PdfDocument ","NULL ","getWriter ","","",com.itextpdf.kernel.PdfException
822,"IfStatement","null",true,"out dict cmp dict ","com.itextpdf.kernel.pdf.PdfDictionary ","NULL ","getIndirectReference ","","",java.lang.IllegalArgumentException
823,"CatchClause","java.io.IOException",false,"out pdf meta info out document ","java.lang.String com.itextpdf.kernel.counter.event.IMetaInfo com.itextpdf.kernel.pdf.PdfDocument ","","getOutReaderProperties setEventCountingMetaInfo ","InterruptedException IOException ","java.io.IOException java.lang.RuntimeException ",java.io.IOException
824,"CatchClause","java.io.IOException",false,"meta info cmp document cmp pdf ","java.lang.String com.itextpdf.kernel.counter.event.IMetaInfo com.itextpdf.kernel.pdf.PdfDocument ","","getCmpReaderProperties setEventCountingMetaInfo ","InterruptedException IOException ","java.io.IOException java.lang.RuntimeException ",java.io.IOException
825,"CatchClause","java.lang.Exception",false,"xml compare result ","java.io.FileOutputStream com.itextpdf.kernel.utils.CompareTool.CompareResult ","","writeReportToXml ","InterruptedException IOException ","java.io.IOException java.io.IOException ",java.lang.RuntimeException
826,"IfStatement","null",false,"cmp direct obj out direct obj ","com.itextpdf.kernel.pdf.PdfObject ","","isNull ","","",java.lang.UnsupportedOperationException
827,"MethodDeclaration","null",false,"page reference doc ","int com.itextpdf.kernel.pdf.PdfDocument com.itextpdf.kernel.pdf.PdfIndirectReference ","","getPage equals getPdfObject getIndirectReference ","","",java.lang.IllegalArgumentException
828,"IfStatement","null",false,"struct tree root ","com.itextpdf.kernel.pdf.tagging.PdfStructTreeRoot ","NULL ","","IOException ","",com.itextpdf.kernel.PdfException
829,"CatchClause","java.io.IOException",true,"tag kid out tag n alt struct elem kid ","java.io.OutputStreamWriter java.lang.String com.itextpdf.kernel.pdf.tagging.PdfStructElem com.itextpdf.kernel.pdf.tagging.IStructureNode com.itextpdf.kernel.pdf.PdfString com.itextpdf.kernel.pdf.PdfName ","NULL ]]> ","write lineSeparator getValue getAlt getKids parseTag inspectAttributes getRole fixTagName replaceAll inspectKids ","","",com.itextpdf.io.IOException
830,"CatchClause","java.io.IOException",false,"attr dict out attr name key ","java.io.OutputStreamWriter java.lang.String com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfDictionary ","","write keySet charAt getValue get substring toLowerCase toString ","","",com.itextpdf.io.IOException
831,"CatchClause","java.io.IOException",false,"out tag content ","java.lang.String java.io.OutputStreamWriter ","","escapeXML write ","","",com.itextpdf.io.IOException
832,"IfStatement","null",true,"value ","java.lang.String ","NULL ","length ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
833,"IfStatement","null",true,"raw value ","java.lang.String ","NULL ","length ","XMPException ","com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
834,"CatchClause","java.lang.NumberFormatException",true,"badvalue raw value ","java.lang.String int ","Empty convert-string NULL ","parseInt substring startsWith length ","XMPException ","com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
835,"IfStatement","null",true,"raw value ","java.lang.String ","NULL ","length ","XMPException ","com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
836,"CatchClause","java.lang.NumberFormatException",true,"badvalue raw value ","java.lang.String int ","Empty convert-string NULL ","parseLong substring startsWith length ","XMPException ","com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
837,"IfStatement","null",true,"raw value ","java.lang.String ","NULL ","length ","XMPException ","com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
838,"CatchClause","java.lang.NumberFormatException",true,"badvalue raw value ","java.lang.String int ","Empty convert-string NULL ","parseDouble length ","XMPException ","com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
839,"IfStatement","null",true,"raw value ","java.lang.String ","NULL ","length ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
840,"CatchClause","java.lang.Throwable",true,"base64 string ","java.lang.String ","","getBytes decode ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
841,"IfStatement","null",true,"xmp ","com.itextpdf.kernel.xmp.XMPMeta ","","","","",java.lang.UnsupportedOperationException
